jobsohioregion,cip_code,degree_group_logord,academic_year,graduates,graduates_randomized
5,01.0204,2,2017,8,23
5,01.0204,2,2018,13,15
5,01.0204,2,2019,4,5
5,01.0204,5,2010,5,20
5,01.0204,5,2011,4,13
5,01.0204,5,2012,5,3
5,01.0204,5,2013,4,0
5,01.0204,5,2014,4,0
5,01.0204,5,2015,1,21
5,01.0204,5,2016,2,0
5,01.0302,2,2010,20,24
5,01.0302,2,2011,19,25
5,01.0302,2,2012,20,10
5,01.0302,2,2013,14,2
5,01.0302,2,2014,7,0
5,01.0302,2,2015,6,0
5,01.0302,2,2016,12,0
5,01.0302,2,2017,22,33
5,01.0302,2,2018,11,0
5,01.0302,2,2019,9,28
5,01.0302,4,2017,1,0
5,01.0302,4,2018,1,0
5,01.0302,4,2019,2,0
5,01.0303,1,2018,4,10
5,01.0304,2,2010,1,0
5,01.0304,2,2011,9,4
5,01.0304,2,2012,9,22
5,01.0304,2,2013,13,33
5,01.0304,2,2014,9,0
5,01.0304,2,2015,12,17
5,01.0304,2,2016,15,0
5,01.0304,2,2017,12,0
5,01.0304,2,2018,8,8
5,01.0304,2,2019,14,0
5,01.0401,2,2010,2,11
5,01.0401,2,2011,3,21
5,01.0401,2,2012,2,6
5,01.0401,2,2013,2,7
5,01.0401,2,2015,4,23
5,01.0401,2,2016,4,6
5,01.0401,2,2017,10,12
5,01.0401,2,2018,13,0
5,01.0401,2,2019,14,0
5,01.0401,3,2010,18,24
5,01.0401,3,2011,22,38
5,01.0401,3,2012,18,30
5,01.0401,3,2013,11,31
5,01.0401,3,2014,15,6
5,01.0401,3,2015,14,26
5,01.0401,3,2016,18,15
5,01.0401,3,2017,21,28
5,01.0401,3,2018,7,4
5,01.0401,3,2019,11,22
5,01.0401,3,2020,14,0
5,01.0401,3,2021,10,1
5,01.0401,3,2022,10,18
5,01.0507,3,2011,6,10
5,01.0507,3,2012,3,15
5,01.0507,3,2013,6,6
5,01.0507,3,2014,5,9
5,01.0507,3,2015,6,0
5,01.0507,3,2016,5,0
5,01.0507,3,2017,1,1
5,01.0507,3,2018,6,6
5,01.0507,3,2019,4,15
5,01.0507,3,2020,9,0
5,01.0507,3,2021,5,0
5,01.0507,3,2022,3,19
5,01.0601,1,2010,6,2
5,01.0601,1,2011,14,0
5,01.0601,1,2012,1,0
5,01.0601,1,2013,3,2
5,01.0603,1,2011,14,5
5,01.0603,1,2012,1,0
5,01.0603,2,2010,2,19
5,01.0603,2,2011,8,10
5,01.0603,2,2012,5,0
5,01.0603,2,2013,10,0
5,01.0603,2,2014,2,0
5,01.0603,2,2015,9,8
5,01.0603,2,2016,2,1
5,01.0603,2,2017,7,0
5,01.0603,2,2018,2,13
5,01.0603,3,2010,14,18
5,01.0603,3,2011,22,26
5,01.0603,3,2012,15,14
5,01.0604,2,2010,7,2
5,01.0604,2,2011,5,0
5,01.0604,2,2012,8,5
5,01.0604,2,2013,7,0
5,01.0604,2,2014,7,13
5,01.0604,2,2015,4,0
5,01.0604,2,2016,11,0
5,01.0604,2,2017,6,5
5,01.0604,2,2018,7,14
5,01.0604,2,2019,7,12
5,01.0605,1,2013,3,17
5,01.0605,1,2014,1,10
5,01.0605,1,2015,6,5
5,01.0605,1,2016,6,0
5,01.0605,2,2010,8,0
5,01.0605,2,2011,15,7
5,01.0605,2,2012,14,0
5,01.0605,2,2013,4,9
5,01.0605,2,2014,6,0
5,01.0605,2,2015,8,0
5,01.0605,2,2016,7,0
5,01.0605,2,2017,5,11
5,01.0605,2,2018,6,16
5,01.0605,2,2019,5,0
5,01.0606,2,2010,5,16
5,01.0606,2,2011,5,0
5,01.0606,2,2012,2,0
5,01.0607,1,2018,1,5
5,01.0607,2,2010,14,27
5,01.0607,2,2011,11,0
5,01.0607,2,2012,20,30
5,01.0607,2,2013,7,0
5,01.0607,2,2014,12,0
5,01.0607,2,2015,11,16
5,01.0607,2,2016,8,27
5,01.0607,2,2017,6,0
5,01.0607,2,2018,4,0
5,01.0607,2,2019,10,25
5,01.0607,3,2010,10,0
5,01.0607,3,2011,23,6
5,01.0607,3,2012,22,35
5,01.0607,5,2014,1,0
5,01.0801,2,2013,1,16
5,01.0801,2,2014,1,1
5,01.0801,2,2015,3,0
5,01.0801,2,2017,1,8
5,01.0801,2,2018,2,14
5,01.0801,2,2019,5,5
5,01.0801,3,2013,6,25
5,01.0801,3,2014,5,19
5,01.0801,3,2015,10,24
5,01.0801,3,2016,11,0
5,01.0801,3,2017,17,5
5,01.0801,3,2018,10,0
5,01.0801,3,2019,11,18
5,01.0801,3,2020,10,2
5,01.0801,3,2021,14,9
5,01.0801,3,2022,7,0
5,01.0901,2,2017,9,0
5,01.0901,2,2018,30,10
5,01.0901,2,2019,33,17
5,01.0901,3,2010,125,128
5,01.0901,3,2011,143,160
5,01.0901,3,2012,150,170
5,01.0901,3,2013,147,165
5,01.0901,3,2014,127,116
5,01.0901,3,2015,172,164
5,01.0901,3,2016,157,144
5,01.0901,3,2017,163,161
5,01.0901,3,2018,174,179
5,01.0901,3,2019,153,166
5,01.0901,3,2020,148,145
5,01.0901,3,2021,154,160
5,01.0901,3,2022,145,152
5,01.0901,4,2010,13,29
5,01.0901,4,2011,8,1
5,01.0901,4,2012,23,35
5,01.0901,4,2013,14,14
5,01.0901,4,2014,12,28
5,01.0901,4,2015,13,17
5,01.0901,4,2016,4,0
5,01.0901,4,2017,16,20
5,01.0901,4,2018,15,30
5,01.0901,4,2019,8,21
5,01.0901,4,2020,12,6
5,01.0901,4,2021,15,4
5,01.0901,4,2022,8,21
5,01.0905,1,2014,2,6
5,01.0905,1,2015,3,19
5,01.0905,1,2016,2,13
5,01.0905,1,2017,1,0
5,01.0905,1,2018,4,0
5,01.0905,1,2019,2,0
5,01.0905,2,2010,8,1
5,01.0905,2,2011,15,13
5,01.0905,2,2012,15,14
5,01.0905,2,2013,14,1
5,01.0905,2,2014,12,12
5,01.0905,2,2015,7,24
5,01.0905,2,2016,10,22
5,01.0905,2,2017,12,9
5,01.0905,2,2018,13,11
5,01.0905,2,2019,3,0
5,01.0905,5,2014,2,21
5,01.0905,5,2015,3,0
5,01.0905,5,2016,2,5
5,01.0905,5,2017,1,0
5,01.0906,3,2013,1,0
5,01.0906,3,2014,2,9
5,01.0906,3,2015,3,17
5,01.0906,3,2016,5,11
5,01.0906,3,2017,3,14
5,01.0906,3,2018,2,10
5,01.0906,3,2019,3,0
5,01.0906,3,2021,1,0
5,01.0906,3,2022,3,0
5,01.0999,2,2010,14,28
5,01.0999,2,2011,8,13
5,01.0999,2,2012,22,42
5,01.0999,2,2013,19,35
5,01.0999,2,2014,16,7
5,01.0999,2,2015,16,23
5,01.0999,2,2016,20,16
5,01.0999,2,2017,24,14
5,01.0999,2,2018,5,19
5,01.0999,2,2019,2,8
5,01.1001,3,2010,16,0
5,01.1001,3,2011,26,22
5,01.1001,3,2012,46,51
5,01.1001,3,2013,31,26
5,01.1001,3,2014,40,57
5,01.1001,3,2015,34,49
5,01.1001,3,2016,34,50
5,01.1001,3,2017,27,36
5,01.1001,3,2018,29,23
5,01.1001,3,2019,26,41
5,01.1001,3,2020,35,24
5,01.1001,3,2021,19,26
5,01.1001,3,2022,20,12
5,01.1001,4,2010,23,20
5,01.1001,4,2011,26,14
5,01.1001,4,2012,31,40
5,01.1001,4,2013,27,28
5,01.1001,4,2014,17,12
5,01.1001,4,2015,24,7
5,01.1001,4,2016,25,23
5,01.1001,4,2017,21,16
5,01.1001,4,2018,16,23
5,01.1001,4,2019,22,12
5,01.1001,4,2020,27,27
5,01.1001,4,2021,19,28
5,01.1001,4,2022,30,40
5,01.1101,3,2013,47,55
5,01.1101,3,2014,38,19
5,01.1101,3,2015,60,46
5,01.1101,3,2016,44,52
5,01.1101,3,2017,50,31
5,01.1101,3,2018,43,53
5,01.1101,3,2019,32,28
5,01.1101,3,2020,40,29
5,01.1101,3,2021,36,53
5,01.1101,3,2022,25,45
5,01.1101,4,2018,3,0
5,01.1101,4,2019,1,4
5,01.1101,4,2020,3,10
5,01.1101,4,2021,2,9
5,01.1101,4,2022,2,0
5,01.1102,2,2010,3,2
5,01.1102,2,2011,12,24
5,01.1102,2,2012,5,18
5,01.1102,2,2013,12,11
5,01.1102,2,2014,8,25
5,01.1102,2,2015,12,8
5,01.1102,2,2016,13,21
5,01.1102,2,2017,14,0
5,01.1102,2,2018,18,34
5,01.1102,2,2019,18,12
5,01.1102,3,2010,10,27
5,01.1102,3,2011,20,20
5,01.1102,3,2012,28,30
5,01.1103,2,2010,6,0
5,01.1103,2,2011,6,0
5,01.1103,2,2012,8,0
5,01.1103,2,2013,3,11
5,01.1103,2,2014,2,0
5,01.1103,2,2015,1,17
5,01.1103,2,2016,3,0
5,01.1103,2,2017,7,21
5,01.1103,2,2018,3,14
5,01.1103,2,2019,4,0
5,01.1103,4,2010,7,5
5,01.1103,4,2011,13,11
5,01.1103,4,2012,16,20
5,01.1103,4,2013,19,37
5,01.1103,4,2014,8,18
5,01.1103,4,2015,22,22
5,01.1103,4,2016,13,0
5,01.1103,4,2017,19,32
5,01.1103,4,2018,16,19
5,01.1103,4,2019,9,6
5,01.1103,4,2020,13,0
5,01.1103,4,2021,11,1
5,01.1103,4,2022,11,2
5,01.1105,4,2014,2,0
5,01.1105,4,2015,2,0
5,01.1105,4,2016,5,21
5,01.1105,4,2017,2,7
5,01.1105,4,2018,6,17
5,01.1105,4,2019,6,11
5,01.1105,4,2020,5,19
5,01.1105,4,2021,8,0
5,01.1105,4,2022,6,10
5,01.1201,4,2010,2,11
5,01.1201,4,2011,7,21
5,01.1201,4,2012,1,5
5,01.1201,4,2013,1,13
5,01.1302,3,2011,9,24
5,01.1302,3,2012,9,7
5,01.1302,3,2013,13,0
5,01.1302,3,2014,11,14
5,01.1302,3,2015,5,10
5,01.1302,3,2016,6,0
5,01.1302,3,2017,10,8
5,01.1302,3,2018,4,5
5,01.1302,3,2019,9,19
5,01.1302,3,2020,13,18
5,01.1302,3,2021,8,22
5,01.1302,3,2022,8,25
5,01.8001,4,2010,154,139
5,01.8001,4,2011,138,146
5,01.8001,4,2012,140,157
5,01.8001,4,2013,134,123
5,01.8001,4,2014,140,153
5,01.8001,4,2015,153,157
5,01.8001,4,2016,158,165
5,01.8001,4,2017,164,184
5,01.8001,4,2018,155,154
5,01.8001,4,2019,154,149
5,01.8001,4,2020,159,144
5,01.8001,4,2021,153,138
5,01.8001,4,2022,158,160
5,01.8101,4,2010,11,23
5,01.8101,4,2011,36,16
5,01.8101,4,2012,29,45
5,01.8101,4,2013,30,23
5,01.8101,4,2014,30,23
5,01.8101,4,2015,39,34
5,01.8101,4,2016,27,44
5,01.8101,4,2017,32,35
5,01.8101,4,2018,24,27
5,01.8101,4,2019,25,26
5,01.8102,4,2020,35,17
5,01.8102,4,2021,28,46
5,01.8102,4,2022,23,13
5,01.8301,2,2010,62,48
5,01.8301,2,2011,148,138
5,01.8301,2,2012,154,149
5,01.8301,2,2013,152,159
5,01.8301,2,2014,147,147
5,01.8301,2,2015,135,154
5,01.8301,2,2016,163,164
5,01.8301,2,2017,120,128
5,01.8301,2,2018,122,142
5,01.8301,2,2019,129,139
5,01.8301,2,2020,55,75
5,01.8301,2,2021,23,13
5,01.8301,2,2022,69,57
5,01.8301,3,2011,5,0
5,01.8301,3,2012,2,0
5,01.8301,3,2013,3,0
5,01.8301,3,2014,3,0
5,01.8301,3,2015,3,0
5,01.8301,3,2016,2,10
5,01.8301,3,2017,5,0
5,01.8301,3,2018,1,0
5,01.8301,3,2020,1,0
5,01.8301,3,2021,4,10
5,01.8301,3,2022,1,14
5,01.9999,3,2010,155,139
5,01.9999,3,2011,131,149
5,01.9999,3,2012,126,144
5,01.9999,3,2013,77,63
5,01.9999,3,2014,76,72
5,01.9999,3,2015,64,46
5,01.9999,3,2016,75,68
5,01.9999,3,2017,75,68
5,01.9999,3,2018,75,69
5,01.9999,3,2019,70,64
5,01.9999,3,2020,73,67
5,01.9999,3,2021,67,50
5,01.9999,3,2022,72,80
5,03.0101,2,2013,2,15
5,03.0101,2,2014,3,11
5,03.0101,2,2015,1,0
5,03.0101,2,2016,5,3
5,03.0101,2,2017,5,15
5,03.0101,2,2018,10,9
5,03.0101,2,2019,8,25
5,03.0101,3,2010,19,0
5,03.0101,3,2011,29,20
5,03.0101,3,2012,32,49
5,03.0101,3,2013,35,22
5,03.0101,3,2014,31,45
5,03.0101,3,2015,28,40
5,03.0101,3,2016,24,38
5,03.0101,3,2017,19,18
5,03.0101,3,2018,24,42
5,03.0101,3,2019,31,24
5,03.0101,3,2020,24,25
5,03.0101,3,2021,28,16
5,03.0101,3,2022,32,20
5,03.0101,4,2010,14,0
5,03.0101,4,2011,17,14
5,03.0101,4,2012,33,30
5,03.0101,4,2013,34,40
5,03.0101,4,2014,27,11
5,03.0101,4,2015,26,25
5,03.0101,4,2016,27,43
5,03.0101,4,2017,41,41
5,03.0101,4,2018,26,16
5,03.0101,4,2019,29,24
5,03.0101,4,2020,22,22
5,03.0101,4,2021,36,48
5,03.0101,4,2022,38,25
5,03.0103,1,2022,5,23
5,03.0103,2,2010,7,26
5,03.0103,2,2011,6,11
5,03.0103,2,2012,3,0
5,03.0103,2,2013,1,7
5,03.0103,2,2014,1,0
5,03.0103,3,2010,20,24
5,03.0103,3,2011,29,19
5,03.0103,3,2012,29,36
5,03.0103,3,2013,29,24
5,03.0103,3,2014,34,28
5,03.0103,3,2015,39,56
5,03.0103,3,2016,29,30
5,03.0103,3,2017,33,36
5,03.0103,3,2018,30,46
5,03.0103,3,2019,46,47
5,03.0103,3,2020,40,26
5,03.0103,3,2021,35,54
5,03.0103,3,2022,38,29
5,03.0104,2,2010,2,17
5,03.0104,2,2011,4,0
5,03.0104,2,2012,4,19
5,03.0104,3,2011,34,53
5,03.0104,3,2012,42,50
5,03.0104,3,2013,43,47
5,03.0104,3,2014,50,57
5,03.0104,3,2015,72,61
5,03.0104,3,2016,96,87
5,03.0104,3,2017,124,133
5,03.0104,3,2018,97,95
5,03.0104,3,2019,128,113
5,03.0104,3,2020,125,135
5,03.0104,3,2021,110,96
5,03.0104,3,2022,152,135
5,03.0201,2,2016,1,0
5,03.0201,2,2017,3,11
5,03.0201,2,2018,3,6
5,03.0201,2,2019,2,16
5,03.0201,3,2010,1,0
5,03.0201,3,2013,2,0
5,03.0201,3,2014,19,33
5,03.0201,3,2015,30,18
5,03.0201,3,2016,31,25
5,03.0201,3,2017,25,18
5,03.0201,3,2018,31,33
5,03.0201,3,2019,38,56
5,03.0201,3,2020,30,43
5,03.0201,3,2021,42,45
5,03.0201,3,2022,38,34
5,03.0208,1,2016,4,22
5,03.0208,1,2017,6,21
5,03.0299,3,2010,37,31
5,03.0299,3,2011,42,55
5,03.0299,3,2012,57,50
5,03.0299,3,2013,38,46
5,03.0299,3,2014,34,15
5,03.0299,3,2015,25,13
5,03.0299,3,2016,47,55
5,03.0299,3,2017,29,37
5,03.0299,3,2018,28,37
5,03.0299,3,2019,24,33
5,03.0299,3,2020,40,48
5,03.0299,3,2021,35,34
5,03.0299,3,2022,30,42
5,03.0301,3,2011,1,8
5,03.0601,3,2015,1,4
5,03.0601,3,2016,15,15
5,03.0601,3,2017,12,2
5,03.0601,3,2018,17,28
5,03.0601,3,2019,33,27
5,03.0601,3,2020,24,12
5,03.0601,3,2021,21,32
5,03.0601,3,2022,20,25
5,04.0201,3,2010,69,63
5,04.0201,3,2011,85,83
5,04.0201,3,2012,75,83
5,04.0201,3,2013,69,82
5,04.0201,3,2014,63,52
5,04.0201,3,2015,79,96
5,04.0201,3,2016,72,74
5,04.0201,3,2017,63,64
5,04.0201,3,2018,70,65
5,04.0201,3,2019,68,76
5,04.0201,3,2020,87,90
5,04.0201,3,2021,71,59
5,04.0201,3,2022,75,80
5,04.0201,4,2010,33,32
5,04.0201,4,2011,40,32
5,04.0201,4,2012,31,33
5,04.0201,4,2013,27,40
5,04.0201,4,2014,21,26
5,04.0201,4,2015,31,21
5,04.0201,4,2016,23,18
5,04.0201,4,2017,24,42
5,04.0201,4,2018,25,9
5,04.0201,4,2019,29,45
5,04.0201,4,2020,30,36
5,04.0201,4,2021,23,20
5,04.0201,4,2022,23,18
5,04.0301,3,2011,12,0
5,04.0301,3,2012,36,53
5,04.0301,3,2013,78,81
5,04.0301,3,2014,45,61
5,04.0301,3,2015,42,59
5,04.0301,3,2016,30,25
5,04.0301,3,2017,37,37
5,04.0301,3,2018,38,43
5,04.0301,3,2019,28,36
5,04.0301,3,2020,46,56
5,04.0301,3,2021,40,35
5,04.0301,3,2022,45,37
5,04.0301,4,2010,45,37
5,04.0301,4,2011,37,38
5,04.0301,4,2012,54,67
5,04.0301,4,2013,41,37
5,04.0301,4,2014,26,19
5,04.0301,4,2015,34,25
5,04.0301,4,2016,34,21
5,04.0301,4,2017,37,54
5,04.0301,4,2018,45,62
5,04.0301,4,2019,30,47
5,04.0301,4,2020,24,8
5,04.0301,4,2021,35,55
5,04.0301,4,2022,11,1
5,04.0601,3,2010,31,11
5,04.0601,3,2011,18,16
5,04.0601,3,2012,27,16
5,04.0601,3,2013,21,24
5,04.0601,3,2014,20,27
5,04.0601,3,2015,27,32
5,04.0601,3,2016,23,36
5,04.0601,3,2017,17,20
5,04.0601,3,2018,21,22
5,04.0601,3,2019,28,36
5,04.0601,4,2010,3,1
5,04.0601,4,2011,8,13
5,04.0601,4,2012,14,28
5,04.0601,4,2013,11,0
5,04.0601,4,2014,6,13
5,04.0601,4,2015,10,8
5,04.0601,4,2016,5,5
5,04.0601,4,2017,13,21
5,04.0601,4,2018,10,8
5,04.0601,4,2019,18,13
5,05.0104,3,2011,9,6
5,05.0104,3,2012,7,0
5,05.0104,3,2013,7,8
5,05.0104,3,2014,9,26
5,05.0104,3,2015,7,3
5,05.0104,3,2016,2,0
5,05.0104,3,2017,3,0
5,05.0104,3,2018,4,22
5,05.0104,3,2019,9,12
5,05.0104,3,2020,11,14
5,05.0104,3,2021,1,7
5,05.0104,3,2022,10,27
5,05.0104,4,2010,5,0
5,05.0104,4,2011,6,25
5,05.0104,4,2012,5,16
5,05.0104,4,2013,1,4
5,05.0104,4,2014,2,12
5,05.0104,4,2015,2,3
5,05.0104,4,2016,2,22
5,05.0104,4,2017,5,0
5,05.0104,4,2018,7,11
5,05.0104,4,2019,2,0
5,05.0104,4,2020,3,15
5,05.0104,4,2021,3,0
5,05.0104,4,2022,5,0
5,05.0107,3,2011,3,3
5,05.0107,3,2012,2,2
5,05.0107,3,2013,3,19
5,05.0107,3,2015,2,2
5,05.0107,3,2017,2,1
5,05.0107,4,2012,2,0
5,05.0107,4,2013,2,17
5,05.0107,4,2014,1,9
5,05.0107,4,2015,1,0
5,05.0107,4,2016,1,11
5,05.0107,4,2018,1,13
5,05.0107,4,2019,3,0
5,05.0107,4,2020,1,18
5,05.0107,4,2022,1,0
5,05.0110,1,2022,1,0
5,05.0124,3,2022,2,0
5,05.0125,3,2012,4,0
5,05.0125,3,2013,2,17
5,05.0125,3,2014,1,10
5,05.0125,3,2015,2,0
5,05.0125,3,2016,2,0
5,05.0125,3,2018,1,14
5,05.0125,3,2019,1,1
5,05.0125,3,2020,1,7
5,05.0125,3,2021,1,12
5,05.0126,3,2020,1,0
5,05.0201,3,2010,21,30
5,05.0201,3,2011,13,11
5,05.0201,3,2012,21,2
5,05.0201,3,2013,13,1
5,05.0201,3,2014,10,0
5,05.0201,3,2015,15,27
5,05.0201,3,2016,15,19
5,05.0201,3,2017,13,10
5,05.0201,3,2018,7,0
5,05.0201,3,2019,12,16
5,05.0201,3,2020,13,32
5,05.0201,3,2021,18,20
5,05.0201,3,2022,24,8
5,05.0201,4,2010,7,8
5,05.0201,4,2011,3,0
5,05.0201,4,2012,7,1
5,05.0201,4,2013,3,0
5,05.0201,4,2014,2,0
5,05.0201,4,2015,4,8
5,05.0201,4,2016,4,0
5,05.0201,4,2017,2,17
5,05.0201,4,2018,3,1
5,05.0201,4,2019,6,0
5,05.0201,4,2020,3,0
5,05.0201,4,2021,3,0
5,05.0201,4,2022,1,9
5,05.0207,3,2010,36,52
5,05.0207,3,2011,53,47
5,05.0207,3,2012,45,32
5,05.0207,3,2013,45,59
5,05.0207,3,2014,53,44
5,05.0207,3,2015,62,63
5,05.0207,3,2016,52,69
5,05.0207,3,2017,34,43
5,05.0207,3,2018,42,31
5,05.0207,3,2019,56,43
5,05.0207,3,2020,42,47
5,05.0207,3,2021,47,56
5,05.0207,3,2022,42,41
5,05.0207,4,2010,11,31
5,05.0207,4,2011,14,0
5,05.0207,4,2012,4,8
5,05.0207,4,2013,9,3
5,05.0207,4,2014,5,0
5,05.0207,4,2015,7,23
5,05.0207,4,2016,5,21
5,05.0207,4,2017,9,15
5,05.0207,4,2018,9,0
5,05.0207,4,2019,8,0
5,05.0207,4,2020,6,2
5,05.0207,4,2021,9,14
5,05.0207,4,2022,6,0
5,05.0299,3,2012,2,16
5,05.0299,3,2013,1,0
5,05.0299,3,2014,13,29
5,05.0299,3,2015,12,15
5,05.0299,3,2016,9,0
5,05.0299,3,2017,8,0
5,05.0299,3,2018,6,0
5,05.0299,3,2019,7,10
5,05.0299,3,2020,1,0
5,05.0299,3,2021,1,0
5,05.0299,3,2022,1,0
5,09.0100,3,2019,3,8
5,09.0100,3,2020,3,11
5,09.0100,3,2021,9,0
5,09.0100,3,2022,16,32
5,09.0101,1,2016,1,0
5,09.0101,3,2010,461,461
5,09.0101,3,2011,524,516
5,09.0101,3,2012,492,502
5,09.0101,3,2013,416,400
5,09.0101,3,2014,454,455
5,09.0101,3,2015,485,499
5,09.0101,3,2016,580,585
5,09.0101,3,2017,562,581
5,09.0101,3,2018,517,501
5,09.0101,3,2019,485,491
5,09.0101,3,2020,501,493
5,09.0101,3,2021,583,566
5,09.0101,3,2022,508,491
5,09.0101,4,2010,11,0
5,09.0101,4,2011,13,33
5,09.0101,4,2012,25,39
5,09.0101,4,2013,19,36
5,09.0101,4,2014,24,4
5,09.0101,4,2015,16,17
5,09.0101,4,2016,24,43
5,09.0101,4,2017,14,27
5,09.0101,4,2018,15,0
5,09.0101,4,2019,16,14
5,09.0101,4,2020,23,5
5,09.0101,4,2021,15,0
5,09.0101,4,2022,9,11
5,09.0102,3,2011,41,58
5,09.0102,3,2012,67,52
5,09.0102,3,2013,64,81
5,09.0102,3,2014,81,61
5,09.0102,3,2015,63,76
5,09.0102,3,2016,80,96
5,09.0102,3,2017,89,77
5,09.0102,3,2018,80,95
5,09.0102,3,2019,65,66
5,09.0102,3,2020,88,85
5,09.0102,3,2021,53,44
5,09.0102,3,2022,74,67
5,09.0199,3,2022,3,2
5,09.0401,3,2010,93,103
5,09.0401,3,2011,107,87
5,09.0401,3,2012,91,73
5,09.0401,3,2013,77,81
5,09.0401,3,2014,62,82
5,09.0401,3,2015,78,85
5,09.0401,3,2016,59,63
5,09.0401,3,2017,64,46
5,09.0401,3,2018,62,53
5,09.0401,3,2019,46,47
5,09.0401,3,2020,56,73
5,09.0401,3,2021,49,35
5,09.0401,3,2022,28,36
5,09.0402,3,2011,4,0
5,09.0402,3,2012,18,1
5,09.0402,3,2013,19,35
5,09.0402,3,2014,14,32
5,09.0402,3,2015,5,16
5,09.0402,3,2016,4,0
5,09.0402,3,2019,1,10
5,09.0499,3,2014,2,0
5,09.0499,3,2015,1,0
5,09.0499,3,2016,1,3
5,09.0499,3,2017,7,9
5,09.0499,3,2018,2,0
5,09.0499,3,2019,4,0
5,09.0499,3,2020,8,12
5,09.0499,3,2021,7,0
5,09.0499,3,2022,1,0
5,09.0701,1,2011,125,108
5,09.0701,1,2012,63,79
5,09.0701,1,2013,80,99
5,09.0701,1,2014,65,63
5,09.0701,1,2015,57,68
5,09.0701,1,2016,89,69
5,09.0701,1,2017,107,126
5,09.0701,1,2018,115,103
5,09.0701,1,2019,114,97
5,09.0701,1,2020,113,109
5,09.0701,1,2021,140,124
5,09.0701,1,2022,139,136
5,09.0701,3,2011,19,5
5,09.0701,3,2012,8,0
5,09.0701,3,2013,4,12
5,09.0701,3,2014,2,0
5,09.0701,3,2015,2,19
5,09.0701,3,2016,12,5
5,09.0701,3,2017,6,6
5,09.0701,3,2018,7,22
5,09.0701,3,2019,6,23
5,09.0701,3,2020,7,16
5,09.0701,3,2021,10,11
5,09.0701,3,2022,15,33
5,09.0702,1,2022,11,0
5,09.0702,3,2016,4,23
5,09.0702,3,2017,2,0
5,09.0702,3,2019,4,14
5,09.0702,3,2020,5,0
5,09.0702,3,2021,6,25
5,09.0702,3,2022,10,13
5,09.0799,1,2017,10,3
5,09.0799,1,2018,13,13
5,09.0799,1,2019,4,0
5,09.0799,1,2020,8,5
5,09.0799,1,2021,13,19
5,09.0799,1,2022,22,26
5,09.0900,1,2022,3,0
5,09.0900,3,2019,10,16
5,09.0900,3,2020,9,15
5,09.0900,3,2021,9,25
5,09.0900,3,2022,9,26
5,09.0901,2,2015,1,0
5,09.0901,2,2017,2,16
5,09.0901,2,2019,1,0
5,09.0901,2,2020,1,0
5,09.0901,3,2011,35,21
5,09.0901,3,2012,20,3
5,09.0901,3,2013,27,47
5,09.0901,3,2014,21,37
5,09.0901,3,2015,22,17
5,09.0901,3,2016,24,32
5,09.0901,3,2017,25,30
5,09.0901,3,2018,23,7
5,09.0901,3,2019,27,32
5,09.0901,3,2020,17,0
5,09.0901,3,2021,16,23
5,09.0901,3,2022,14,0
5,09.0902,2,2014,1,0
5,09.0902,2,2016,1,20
5,09.0902,2,2017,1,18
5,09.0902,2,2021,1,5
5,09.0902,2,2022,3,22
5,09.0902,3,2011,52,42
5,09.0902,3,2012,55,65
5,09.0902,3,2013,49,33
5,09.0902,3,2014,46,29
5,09.0902,3,2015,61,63
5,09.0902,3,2016,57,76
5,09.0902,3,2017,59,48
5,09.0902,3,2018,63,72
5,09.0902,3,2019,50,41
5,09.0902,3,2020,38,21
5,09.0902,3,2021,48,66
5,09.0902,3,2022,32,49
5,09.0903,2,2014,1,6
5,09.0903,2,2015,1,0
5,09.0903,2,2016,3,0
5,09.0903,2,2017,1,0
5,09.0905,1,2022,7,9
5,09.0905,3,2014,3,3
5,09.0905,3,2015,4,0
5,09.0905,3,2016,4,0
5,09.0905,3,2017,9,0
5,09.0905,3,2018,7,17
5,09.0905,3,2019,5,15
5,09.0905,3,2020,7,27
5,09.0905,3,2021,9,22
5,09.0905,3,2022,12,10
5,09.0906,1,2017,8,17
5,09.0906,1,2018,10,12
5,09.0906,1,2019,2,11
5,09.0906,1,2020,3,0
5,09.0906,1,2021,9,0
5,09.0906,1,2022,11,17
5,09.0908,1,2022,1,20
5,09.9999,2,2016,1,8
5,09.9999,3,2010,9,5
5,09.9999,3,2011,11,26
5,09.9999,3,2012,18,37
5,09.9999,3,2013,13,29
5,09.9999,3,2014,20,22
5,09.9999,3,2015,24,21
5,09.9999,3,2016,21,31
5,09.9999,3,2017,28,25
5,09.9999,3,2018,20,8
5,09.9999,3,2019,25,28
5,09.9999,3,2020,25,31
5,09.9999,3,2021,30,31
5,09.9999,3,2022,21,36
5,10.0201,1,2015,2,21
5,10.0201,1,2018,2,0
5,10.0201,1,2019,3,5
5,10.0201,1,2020,4,1
5,10.0201,1,2021,1,11
5,10.0201,1,2022,5,18
5,10.0202,1,2019,7,8
5,10.0202,2,2011,4,0
5,10.0202,2,2012,4,12
5,10.0202,2,2013,4,0
5,10.0202,2,2014,5,4
5,10.0202,2,2015,2,19
5,10.0202,2,2016,2,0
5,10.0202,2,2017,4,10
5,10.0202,2,2018,2,0
5,10.0202,2,2019,2,4
5,10.0202,2,2020,6,0
5,10.0202,2,2021,8,15
5,10.0202,2,2022,2,0
5,10.0303,1,2011,1,9
5,10.0303,1,2012,4,0
